Load, Flux
0, 331
1, 500
2, 656
3, 810
4, 944
5, 1062
6, 1153
7, 1229
8, 1286
9, 1307
10, 1326
11, 1313
12, 1303
13, 1262
14, 1196
15, 1089
16, 973
15, 1097
14, 1183
13, 1258
12, 1297
11, 1327
10, 1346
9, 1329
8, 1284
7, 1225
6, 1141
5, 1044
4, 928
3, 802
2, 649
1, 493
0, 334
