Deviation, Occurence
0, 0
1, 0
2, 1
3, 11
4, 96
5, 125
6, 99
7, 61
8, 53
9, 29
10, 17
11, 7
12, 1
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
