Load, Flux
0, 0
1, 167
2, 334
3, 500
4, 664
5, 809
6, 944
7, 1066
8, 1163
9, 1237
10, 1294
11, 1353
12, 1378
13, 1418
14, 1448
15, 1475
16, 1496
17, 1506
18, 1514
19, 1533
20, 1536
18, 1541
17, 1539
16, 1550
15, 1543
14, 1539
13, 1528
12, 1511
11, 1488
10, 1482
9, 1462
8, 1445
7, 1405
6, 1375
5, 1312
4, 1252
3, 1187
2, 1092
1, 983
0, 834
