State, Probability
0, 0.0329807
1, 0.051062
2, 0.052427
3, 0.0511741
4, 0.049956
5, 0.0488045
6, 0.0480867
7, 0.0478386
8, 0.0474903
9, 0.0477305
10, 0.0476144
11, 0.0472782
12, 0.0472382
13, 0.0469313
14, 0.0478119
15, 0.0484603
16, 0.0491875
17, 0.0498866
18, 0.0512755
19, 0.0537358
20, 0.0285497
21, 0.00419213
22, 0.000280187
23, 8.00534e-06
24, 0
