Load, Flux
0, 0
1, 248
2, 457
3, 553
4, 578
5, 579
6, 584
7, 535
8, 495
9, 466
10, 412
11, 378
12, 328
13, 297
14, 248
15, 218
16, 181
17, 153
18, 154
17, 304
16, 238
15, 279
14, 301
13, 318
12, 367
11, 391
10, 421
9, 450
8, 496
7, 491
6, 480
5, 474
4, 434
3, 384
2, 313
1, 195
0, 0
