Load, Flux
0, 0
1, 1134
2, 1217
3, 1146
4, 1073
5, 996
6, 870
7, 730
8, 608
9, 509
10, 413
11, 374
12, 307
13, 285
14, 238
15, 180
16, 137
17, 119
18, 103
17, 205
16, 260
15, 264
14, 302
13, 417
12, 457
11, 484
10, 604
9, 658
8, 726
7, 890
6, 970
5, 1130
4, 1153
3, 1247
2, 1228
1, 1246
0, 0
