Deviation
5.73113
3.07279
4.57209
4.66846
3.70252
3.39213
3.62987
5.08202
4.06356
5.31033
4.57756
3.1884
2.42726
5.44529
2.47564
4.91492
4.63641
4.92972
3.38391
4.99177
3.86428
5.73439
3.61984
5.01661
4.32808
3.79142
3.62441
5.60943
5.36656
3.83131
2.97092
3.63818
2.81575
3.6094
3.46786
2.27895
3.52194
4.81825
3.88071
4.326
2.40274
3.51999
4.09667
4.26669
2.15259
4.15941
4.92554
3.47583
4.82547
2.64614
4.32328
2.70099
3.51509
4.33846
1.75178
3.94768
3.6441
5.22489
3.07817
4.16591
5.52152
2.82708
2.98902
4.50403
2.60402
3.24447
2.35211
3.12683
3.02102
2.90961
2.79937
3.76032
4.00906
4.36026
5.07648
5.2915
3.09066
5.44265
4.36983
2.93824
3.49004
4.83489
2.57787
3.50677
3.4242
5.41449
3.05407
2.95809
4.35018
3.63659
3.70143
2.92704
2.98784
3.36406
4.5979
4.85243
2.34388
4.81459
4.114
4.18563
5.02104
2.93527
4.13658
4.18644
5.27601
3.16355
3.23846
2.91957
4.71672
4.35002
5.73384
2.8828
3.12558
4.65384
2.68275
2.25464
3.93145
2.36072
5.09404
2.19409
4.41791
2.25438
3.58118
2.96858
5.06861
3.49958
3.14621
2.69911
3.01371
5.37305
4.36246
2.28676
4.71266
3.9575
3.5635
5.11457
4.17798
3.95752
3.28558
2.87146
2.8958
2.86896
2.26298
3.95001
4.30917
3.68346
1.70837
4.1755
4.61233
4.00272
2.74809
5.56749
4.32026
4.49234
3.70681
3.3275
3.77281
4.61985
2.22532
3.19632
3.13112
3.59036
3.6011
3.91196
4.84536
2.66
5.38244
4.95902
4.07692
4.98768
5.12802
3.71581
2.79808
4.45571
2.90776
5.75407
2.7715
3.83341
3.95814
4.10346
4.8474
3.68726
4.41955
2.90614
3.40349
3.6413
2.50148
4.12362
2.90243
6.40789
3.508
3.12558
4.11643
3.86448
5.76423
5.85146
3.91767
4.10601
2.87661
3.22152
4.44542
3.12166
4.34474
4.21949
4.56999
4.14522
4.13587
4.43047
2.36528
4.88487
2.43399
5.44506
2.96504
5.35579
2.69019
4.65138
3.76089
4.99438
4.03027
5.31872
5.03712
3.52047
4.37675
3.2865
3.8129
3.69547
4.14994
4.10718
5.35091
5.31014
5.51591
2.55948
2.75902
2.92704
3.98743
3.2606
3.02322
2.91035
2.80637
5.51797
4.37279
3.56463
4.32643
4.41864
3.0505
3.7273
4.8259
3.23522
4.52587
2.69118
5.10035
4.02645
4.7615
3.97386
2.85255
4.16706
3.9691
2.05783
3.65216
3.54923
5.20199
2.11335
2.21393
2.75628
2.31387
4.81463
3.20061
3.12636
2.17858
4.32448
4.08488
3.86922
4.89373
2.89526
3.48003
2.67708
2.51828
3.9333
3.46676
2.61656
4.07072
3.09269
3.87611
3.33468
3.91233
4.52788
3.61794
4.31281
4.06604
4.06078
3.43423
3.42188
2.88338
4.65435
3.71898
2.57426
3.60989
4.67587
3.90393
5.21071
3.40565
3.71932
2.45021
3.19742
2.00059
3.16237
4.64898
2.93049
5.37045
4.71056
2.15669
3.97354
4.70456
5.37453
2.76566
6.2419
5.26811
2.75433
2.64792
3.52367
3.10576
3.91221
3.28689
5.56776
3.8696
4.37532
4.57291
3.11619
5.07582
5.35601
5.79266
4.62153
4.90921
2.95852
3.6354
4.91863
5.56591
3.24085
2.58869
4.3931
3.85928
4.90324
2.38159
2.67114
4.54806
2.97715
4.01033
2.99776
2.21433
5.08855
4.25464
3.5419
2.8405
3.6854
2.27042
2.38534
3.6323
4.41298
2.75137
5.06838
2.0734
3.6513
3.17752
4.18986
2.2771
4.49753
3.24257
2.90981
3.52339
4.34393
4.1079
5.60253
2.73439
1.78146
4.78368
3.71138
5.24635
2.47247
3.07805
2.80595
2.6922
3.50805
2.9055
4.63201
4.32693
3.68189
2.66011
3.04526
3.97771
2.74549
3.39091
4.62746
3.17292
2.95302
1.99804
2.41523
3.3725
3.17984
4.76259
3.15169
3.38573
4.40464
3.45401
5.32268
2.49854
3.52008
3.71995
3.32927
3.59276
4.4229
4.35121
2.18863
2.87753
4.76913
2.5159
2.67898
4.77051
4.54556
3.59285
2.59965
3.64429
4.41402
4.20252
3.13557
3.34393
2.52625
2.84377
3.45665
2.78864
4.58723
3.45523
5.2004
4.32484
3.60643
3.85188
4.72467
5.61677
4.10718
3.12812
4.17209
2.40616
4.84222
4.05834
3.08291
4.57574
5.5837
2.49811
5.01651
1.88577
5.6392
4.00737
2.96742
4.41342
2.67147
4.71341
3.39533
2.61604
2.85131
5.60674
2.57327
2.59376
3.45682
4.07966
3.52945
5.10728
3.74721
3.68817
4.01875
3.40804
4.87348
3.65407
4.02806
4.18012
3.33591
4.17824
2.85767
4.17643
4.25445
2.71746
2.98754
3.50747
5.04136
3.21024
2.78853
3.08447
3.57433
4.67438
5.06925
3.61474
3.76089
3.65039
3.84393
3.14951
3.50786
4.77427
5.19841
3.78989
3.37341
2.71562
3.9833
