Load, Flux
0, 0
1, 161
2, 320
3, 482
4, 648
5, 797
6, 943
7, 1045
8, 1137
9, 1212
10, 1264
11, 1271
12, 1313
13, 1299
14, 1295
15, 1264
16, 1164
17, 1053
18, 950
17, 1062
16, 1170
15, 1244
14, 1263
13, 1322
12, 1319
11, 1289
10, 1262
9, 1224
8, 1129
7, 1024
6, 914
5, 784
4, 634
3, 484
2, 327
1, 164
0, 0
