Load, Flux
0, 0
1, 464
2, 595
3, 722
4, 836
5, 929
6, 998
7, 1066
8, 1114
9, 1166
10, 1206
11, 1235
12, 1263
13, 1296
14, 1304
15, 1314
16, 1331
17, 1345
18, 1347
19, 1349
20, 1349
21, 1346
22, 1350
23, 1338
24, 1324
25, 1311
26, 1301
27, 1271
28, 1262
29, 1225
30, 1202
31, 1154
32, 1126
33, 1082
34, 1022
35, 956
36, 885
37, 788
38, 671
39, 505
40, 236
