Load, Flux
0, 0
1, 171
2, 352
3, 521
4, 695
5, 835
6, 994
7, 1110
8, 1234
9, 1315
10, 1351
11, 1402
12, 1400
13, 1399
14, 1384
15, 1353
16, 1258
17, 1128
18, 1037
17, 1128
16, 1228
15, 1307
14, 1378
13, 1429
12, 1420
11, 1392
10, 1358
9, 1269
8, 1206
7, 1091
6, 978
5, 840
4, 683
3, 519
2, 355
1, 177
0, 0
