Load, Flux
0, 0
1, 489
2, 621
3, 758
4, 886
5, 975
6, 1048
7, 1100
8, 1135
9, 1189
10, 1157
11, 1183
12, 1132
13, 1108
14, 1079
15, 1066
16, 943
17, 851
18, 720
17, 819
16, 953
15, 1030
14, 1080
13, 1128
12, 1137
11, 1148
10, 1173
9, 1171
8, 1143
7, 1092
6, 1017
5, 960
4, 889
3, 780
2, 635
1, 495
0, 0
