Load, Flux
0, 0
1, 464
2, 591
3, 725
4, 835
5, 918
6, 990
7, 1047
8, 1081
9, 1103
10, 1116
11, 1110
12, 1103
13, 1071
14, 1030
15, 980
16, 900
17, 799
18, 672
17, 797
16, 901
15, 983
14, 1032
13, 1074
12, 1096
11, 1117
10, 1123
9, 1102
8, 1068
7, 1042
6, 984
5, 913
4, 833
3, 718
2, 593
1, 462
0, 0
