Load, Flux
0, 1328
1, 1126
2, 986
3, 920
4, 823
5, 665
6, 604
7, 536
8, 438
9, 345
10, 286
11, 228
12, 194
13, 190
14, 154
15, 137
16, 70
15, 198
14, 210
13, 279
12, 293
11, 328
10, 408
9, 468
8, 574
7, 612
6, 734
5, 792
4, 785
3, 984
2, 997
1, 1111
0, 1189
