State, Probability
0, 0.129259
1, 0.0229114
2, 0.0327779
3, 0.0456537
4, 0.0234253
5, 0.0265699
6, 0.0265091
7, 0.026739
8, 0.0210517
9, 0.0357128
10, 0.60939
