Load, Flux
0, 0
1, 163
2, 335
3, 504
4, 669
5, 822
6, 952
7, 1068
8, 1179
9, 1256
10, 1298
11, 1351
12, 1362
13, 1331
14, 1336
15, 1271
16, 1183
17, 1099
18, 982
17, 1089
16, 1192
15, 1293
14, 1329
13, 1344
12, 1367
11, 1318
10, 1282
9, 1238
8, 1170
7, 1061
6, 954
5, 813
4, 674
3, 514
2, 339
1, 167
0, 0
