Load, Flux
0, 758
1, 1014
2, 1196
3, 1335
4, 1439
5, 1532
6, 1582
7, 1610
8, 1611
9, 1576
10, 1534
11, 1429
12, 1349
13, 1240
14, 1095
15, 889
16, 709
17, 435
18, 252
19, 109
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
30, 144
29, 88
28, 82
27, 90
26, 63
25, 71
24, 118
23, 78
22, 238
21, 417
20, 598
19, 719
18, 884
17, 1029
16, 1141
15, 1261
14, 1358
13, 1439
12, 1507
11, 1577
10, 1635
9, 1667
8, 1677
7, 1652
6, 1612
5, 1554
4, 1463
3, 1335
2, 1205
1, 1017
0, 818
