Load, Flux
0, 0
1, 172
2, 341
3, 509
4, 673
5, 822
6, 950
7, 1084
8, 1208
9, 1264
10, 1322
11, 1354
12, 1396
13, 1378
14, 1350
15, 1296
16, 1206
17, 1104
18, 980
17, 1135
16, 1239
15, 1291
14, 1323
13, 1390
12, 1363
11, 1351
10, 1304
9, 1265
8, 1184
7, 1078
6, 966
5, 836
4, 675
3, 501
2, 338
1, 172
0, 0
