Load, Flux
0, 0
1, 166
2, 339
3, 508
4, 669
5, 817
6, 958
7, 1071
8, 1173
9, 1251
10, 1317
11, 1350
12, 1356
13, 1352
14, 1328
15, 1273
16, 1213
17, 1110
18, 982
17, 1126
16, 1213
15, 1297
14, 1337
13, 1367
12, 1355
11, 1364
10, 1322
9, 1247
8, 1186
7, 1071
6, 957
5, 822
4, 664
3, 507
2, 339
1, 172
0, 0
