Load, Flux
0, 0
1, 169
2, 338
3, 500
4, 667
5, 816
6, 954
7, 1081
8, 1183
9, 1253
10, 1327
11, 1335
12, 1382
13, 1357
14, 1324
15, 1280
16, 1204
17, 1104
18, 989
17, 1090
16, 1207
15, 1280
14, 1321
13, 1341
12, 1367
11, 1307
10, 1270
9, 1229
8, 1159
7, 1076
6, 941
5, 822
4, 668
3, 500
2, 339
1, 172
0, 0
