State, Probability
0, 0.00501651
1, 0.00996598
2, 0.0147204
3, 0.0216568
4, 0.0316008
5, 0.0473347
6, 0.0705103
7, 0.107277
8, 0.167725
9, 0.271335
10, 0.211036
11, 0.0377449
12, 0.00383292
13, 0.000238119
14, 7.0035e-06
